Entry	Entry name	Gene names  (ordered locus )	Gene names	Length	Absorption	Active site	Activity regulation	Binding site	Calcium binding	Catalytic activity	Cofactor	DNA binding	Metal binding	Nucleotide binding	Site	Motif
P47039	BNA3_YEAST	YJL060W	BNA3 YJL060W J1138	444						CATALYTIC ACTIVITY: Reaction=2-oxoglutarate + L-kynurenine = 4-(2-aminophenyl)-2,4-dioxobutanoate + L-glutamate; Xref=Rhea:RHEA:20964, ChEBI:CHEBI:16810, ChEBI:CHEBI:29985, ChEBI:CHEBI:57959, ChEBI:CHEBI:58147; EC=2.6.1.7;	COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000305}; 					
Q00381	AP2S_YEAST	YJR058C	APS2 YAP17 YJR058C J1720	147												
P39970	ACA1_YEAST	YER045C	ACA1 YER045C	489												
P32457	CDC3_YEAST	YLR314C	CDC3 YLR314C L8543.7	520				BINDING 207 207 GTP; via amide nitrogen. {ECO:0000250}.; BINDING 344 344 GTP; via amide nitrogen and carbonyl oxygen. {ECO:0000250}.; BINDING 360 360 GTP. {ECO:0000250}.						NP_BIND 126 133 GTP. {ECO:0000250}.; NP_BIND 287 295 GTP. {ECO:0000250}.	SITE 415 415 Not sumoylated.; SITE 443 443 Not sumoylated.	
P40451	AIM20_YEAST	YIL158W	AIM20 YIL158W	204												
P31386	ATS1_YEAST	YAL020C	ATS1 KTI13 YAL020C FUN28 YAL006	333												
Q05955	ADY4_YEAST	YLR227C	ADY4 YLR227C L8083.11	493												
P46963	CTK3_YEAST	YML112W	CTK3 YML112W YM8339.07	296												
Q12067	ATX2_YEAST	YOR079C	ATX2 YOR079C YOR29-30	313												
Q06675	CENPO_YEAST	YDR318W	MCM21 CTF5 YDR318W	368												
Q01389	BCK1_YEAST	YJL095W	BCK1 LAS3 SLK1 SSP31 YJL095W J0906	1478		ACT_SITE 1303 1303 Proton acceptor. {ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10027}.		BINDING 1204 1204 ATP. {ECO:0000255|PROSITE-ProRule:PRU00159}.		CATALYTIC ACTIVITY: Reaction=ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]; Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.1; CATALYTIC ACTIVITY: Reaction=ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]; Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.1;				NP_BIND 1181 1189 ATP. {ECO:0000255|PROSITE-ProRule:PRU00159}.		
P03875	AI1M_YEAST	Q0050	AI1 Q0050	834												
P53298	CENPQ_YEAST	YGR179C	OKP1 YGR179C	406												
P25612	AAD3_YEAST	YCR107W	AAD3 YCR107W	363												
P47001	CIS3_YEAST	YJL158C	CIS3 CCW11 CCW5 PIR4 SCW8 YJL158C J0561	227											SITE 64 65 Cleavage; by KEX2.; SITE 74 74 Covalent attachment to cell wall glycan.	
Q06631	BFR2_YEAST	YDR299W	BFR2 YDR299W	534												
P54114	ALDH3_YEAST	YMR169C	ALD3 ALD4 YMR169C YM8520.18C	506		ACT_SITE 268 268 Proton acceptor. {ECO:0000255|PROSITE-ProRule:PRU10007, ECO:0000255|PROSITE-ProRule:PRU10008}.; ACT_SITE 302 302 Nucleophile. {ECO:0000255|PROSITE-ProRule:PRU10007, ECO:0000255|PROSITE-ProRule:PRU10008}.				CATALYTIC ACTIVITY: Reaction=an aldehyde + H2O + NAD(+) = a carboxylate + 2 H(+) + NADH; Xref=Rhea:RHEA:16185, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:17478, ChEBI:CHEBI:29067, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.2.1.3;					SITE 169 169 Transition state stabilizer. {ECO:0000250}.	
P52923	AIF1_YEAST	YNR074C	AIF1 CPD1 YNR074C N3815	378				BINDING 51 51 FAD. {ECO:0000255}.; BINDING 56 56 FAD. {ECO:0000255}.; BINDING 283 283 FAD. {ECO:0000255}.			COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250}; 			NP_BIND 12 16 FAD. {ECO:0000255}.		
P22936	APN1_YEAST	YKL114C	APN1 YKL114C YKL513	367						CATALYTIC ACTIVITY: Reaction=The C-O-P bond 3' to the apurinic or apyrimidinic site in DNA is broken by a beta-elimination reaction, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate.; EC=4.2.99.18;	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105;  Note=Binds 3 Zn(2+) ions.;		METAL 83 83 Zinc 1. {ECO:0000250}.; METAL 123 123 Zinc 1. {ECO:0000250}.; METAL 158 158 Zinc 1. {ECO:0000250}.; METAL 158 158 Zinc 2. {ECO:0000250}.; METAL 192 192 Zinc 2. {ECO:0000250}.; METAL 195 195 Zinc 3. {ECO:0000250}.; METAL 229 229 Zinc 2. {ECO:0000250}.; METAL 242 242 Zinc 3. {ECO:0000250}.; METAL 244 244 Zinc 3. {ECO:0000250}.; METAL 274 274 Zinc 2. {ECO:0000250}.			
Q06497	ANT1_YEAST	YPR128C	ANT1 YPR128C	328												
Q06410	ATG17_YEAST	YLR423C	ATG17 APG17 YLR423C	417												
P47041	BIT61_YEAST	YJL058C	BIT61 YJL058C J1141	543												
P24868	CG21_YEAST	YGR108W	CLB1 SCB1 YGR108W G5967	471												
P12630	BAR1_YEAST	YIL015W	BAR1 SST1 YIL015W	587		ACT_SITE 63 63 {ECO:0000255|PROSITE-ProRule:PRU10094}.; ACT_SITE 287 287 {ECO:0000255|PROSITE-ProRule:PRU10094}.				CATALYTIC ACTIVITY: Reaction=Selective cleavage of 6-Leu-|-Lys-7 bond in the pheromone alpha-mating factor.; EC=3.4.23.35;						
Q06822	ASA1_YEAST	YPR085C	ASA1 YPR085C	443												
P47976	CTH1_YEAST	YDR151C	CTH1 YDR151C YD8358.07C	325												
Q08235	BRX1_YEAST	YOL077C	BRX1 YOL077C	291												
Q01519	COX12_YEAST	YLR038C	COX12 YLR038C	83						CATALYTIC ACTIVITY: Reaction=4 [Fe(II)cytochrome c] + 4 H(+) + O2 = 4 [Fe(III)cytochrome c] + 2 H2O; Xref=Rhea:RHEA:11436, Rhea:RHEA-COMP:10350, Rhea:RHEA-COMP:14399, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:29033, ChEBI:CHEBI:29034; EC=1.9.3.1;						MOTIF 27 37 Cx9C motif. {ECO:0000255|PROSITE-ProRule:PRU01150}.; MOTIF 48 59 Cx10C motif. {ECO:0000255|PROSITE-ProRule:PRU01150}.
P38287	CSH1_YEAST	YBR161W	CSH1 YBR161W YBR1212	376												
P53301	CRH1_YEAST	YGR189C	CRH1 YGR189C G7553	507		ACT_SITE 134 134 Nucleophile. {ECO:0000250}.; ACT_SITE 138 138 Proton donor. {ECO:0000250}.										
P06101	CDC37_YEAST	YDR168W	CDC37 SMO1 YDR168W YD9489.03	506												
P38328	ARPC1_YEAST	YBR234C	ARC40 YBR234C YBR1532	384												
P43571	BST1_YEAST	YFL025C	BST1 YFL025C	1029		ACT_SITE 236 236 {ECO:0000250}.										
P38872	ADY1_YEAST	YHR185C	PFS1 ADY1 YHR185C	237												
P19073	CDC42_YEAST	YLR229C	CDC42 SRO2 YLR229C L8083.13	191										NP_BIND 10 17 GTP. {ECO:0000250}.; NP_BIND 57 61 GTP. {ECO:0000250}.; NP_BIND 115 118 GTP. {ECO:0000250}.		MOTIF 32 40 Effector region. {ECO:0000255}.
Q3E7A9	CMC4_YEAST	YMR194C-B	CMC4 YMR194C-B	73												MOTIF 5 15 Cx9C motif 1. {ECO:0000255|PROSITE-ProRule:PRU01150}.; MOTIF 26 36 Cx9C motif 2. {ECO:0000255|PROSITE-ProRule:PRU01150}.
Q08981	ACM1_YEAST	YPL267W	ACM1 YPL267W	209												
P38636	ATX1_YEAST	YNL259C	ATX1 YNL259C N0840	73									METAL 15 15 Copper.; METAL 18 18 Copper.			
P15202	CATA_YEAST	YDR256C	CTA1 YDR256C YD9320A.06C	515		ACT_SITE 70 70 {ECO:0000269|PubMed:9931255}.; ACT_SITE 143 143 {ECO:0000269|PubMed:9931255}.				CATALYTIC ACTIVITY: Reaction=2 H2O2 = 2 H2O + O2; Xref=Rhea:RHEA:20309, ChEBI:CHEBI:15377, ChEBI:CHEBI:15379, ChEBI:CHEBI:16240; EC=1.11.1.6; Evidence={ECO:0000255|PROSITE-ProRule:PRU10013};	COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:9931255}; 		METAL 355 355 Iron (heme axial ligand). {ECO:0000269|PubMed:9931255}.			MOTIF 513 515 Microbody targeting signal. {ECO:0000255}.
Q00955	ACAC_YEAST	YNR016C	ACC1 ABP2 FAS3 MTR7 YNR016C N3175	2233		ACT_SITE 383 383 {ECO:0000250}.	ACTIVITY REGULATION: By phosphorylation. The catalytic activity is inhibited by soraphen A, a polyketide isolated from the myxobacterium Sorangium cellulosum and a potent inhibitor of fungal growth. {ECO:0000269|PubMed:7916271}.	BINDING 1731 1731 Coenzyme A.; BINDING 1998 1998 Acetyl-CoA; via amide nitrogen.; BINDING 2034 2034 Coenzyme A.; BINDING 2036 2036 Coenzyme A.		CATALYTIC ACTIVITY: Reaction=acetyl-CoA + ATP + hydrogencarbonate = ADP + H(+) + malonyl-CoA + phosphate; Xref=Rhea:RHEA:11308, ChEBI:CHEBI:15378, ChEBI:CHEBI:17544, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57288, ChEBI:CHEBI:57384, ChEBI:CHEBI:456216; EC=6.4.1.2; Evidence={ECO:0000269|PubMed:12663926, ECO:0000269|PubMed:15079078}; CATALYTIC ACTIVITY: Reaction=ATP + hydrogencarbonate + N(6)-biotinyl-L-lysyl-[protein] = ADP + H(+) + N(6)-carboxybiotinyl-L-lysyl-[protein] + phosphate; Xref=Rhea:RHEA:13501, Rhea:RHEA-COMP:10505, Rhea:RHEA-COMP:10506, ChEBI:CHEBI:15378, ChEBI:CHEBI:17544, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:83144, ChEBI:CHEBI:83145, ChEBI:CHEBI:456216; EC=6.3.4.14; Evidence={ECO:0000250|UniProtKB:Q5SWU9};	COFACTOR: Name=biotin; Xref=ChEBI:CHEBI:57586; Evidence={ECO:0000250|UniProtKB:O00763}; ; COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250};  Note=Binds 2 manganese ions per subunit. {ECO:0000250};		METAL 365 365 Manganese 1. {ECO:0000250}.; METAL 379 379 Manganese 1. {ECO:0000250}.; METAL 379 379 Manganese 2. {ECO:0000250}.; METAL 381 381 Manganese 2. {ECO:0000250}.	NP_BIND 256 261 ATP. {ECO:0000255|PROSITE-ProRule:PRU00409}.		
Q08280	BSC6_YEAST	YOL137W	BSC6 YOL137W	497												
P25656	CDC50_YEAST	YCR094W	CDC50 YCR094W YCR94W	391												
P12904	AAKG_YEAST	YGL115W	SNF4 CAT3 SCI1 YGL115W	322				BINDING 146 146 ADP 1. {ECO:0000250|UniProtKB:Q10343}.; BINDING 195 195 AMP, ADP or ATP 2. {ECO:0000269|PubMed:22019086}.; BINDING 200 200 AMP, ADP or ATP 2; via amide nitrogen and carbonyl oxygen. {ECO:0000269|PubMed:22019086}.						NP_BIND 166 169 ADP 1. {ECO:0000250|UniProtKB:Q10343}.; NP_BIND 221 222 AMP, ADP or ATP 2. {ECO:0000269|PubMed:22019086}.; NP_BIND 291 293 ADP 1. {ECO:0000250|UniProtKB:Q10343}.; NP_BIND 309 312 AMP, ADP or ATP 2. {ECO:0000269|PubMed:22019086}.		
P33306	BCK2_YEAST	YER167W	BCK2 CTR7 YER167W	851												
P00890	CISY1_YEAST	YNR001C	CIT1 GLU3 LYS6 YNR001C N2019	479		ACT_SITE 312 312 {ECO:0000255|PROSITE-ProRule:PRU10117}.; ACT_SITE 358 358 {ECO:0000255|PROSITE-ProRule:PRU10117}.; ACT_SITE 413 413 {ECO:0000255|PROSITE-ProRule:PRU10117}.	ACTIVITY REGULATION: Phosphorylation at Ser-462 inhibits catalytic activity. Dephosphorylation at Ser-462 by PTC7 enhances catalytic activity. {ECO:0000269|PubMed:28076776}.			CATALYTIC ACTIVITY: Reaction=acetyl-CoA + H2O + oxaloacetate = citrate + CoA + H(+); Xref=Rhea:RHEA:16845, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16452, ChEBI:CHEBI:16947, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288; EC=2.3.3.1; Evidence={ECO:0000269|PubMed:17570335, ECO:0000269|PubMed:28076776};						
P36117	ALY1_YEAST	YKR021W	ALY1 ART6 YKR021W	915												
P46989	ATG27_YEAST	YJL178C	ATG27 ETF1 YJL178C J0490	271												
P19414	ACON_YEAST	YLR304C	ACO1 GLU1 YLR304C L8003.22	778			ACTIVITY REGULATION: Subject to catabolite regulation.	BINDING 95 95 Substrate. {ECO:0000250}.; BINDING 471 471 Substrate. {ECO:0000250}.; BINDING 476 476 Substrate. {ECO:0000250}.; BINDING 604 604 Substrate. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=citrate = isocitrate; Xref=Rhea:RHEA:10336, ChEBI:CHEBI:16087, ChEBI:CHEBI:16947; EC=4.2.1.3; Evidence={ECO:0000269|PubMed:1972545};	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250};  Note=Binds 1 [4Fe-4S] cluster per subunit. {ECO:0000250};		METAL 382 382 Iron-sulfur (4Fe-4S). {ECO:0000250}.; METAL 445 445 Iron-sulfur (4Fe-4S). {ECO:0000250}.; METAL 448 448 Iron-sulfur (4Fe-4S). {ECO:0000250}.			
P43568	CAK1_YEAST	YFL029C	CAK1 CIV1 YFL029C	368		ACT_SITE 156 156 Proton acceptor. {ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10027}.				CATALYTIC ACTIVITY: Reaction=ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]; Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.22; CATALYTIC ACTIVITY: Reaction=ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]; Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.22;						
P32468	CDC12_YEAST	YHR107C	CDC12 CLA10 PSL7 YHR107C	407				BINDING 75 75 GTP. {ECO:0000250}.; BINDING 101 101 GTP; via amide nitrogen. {ECO:0000250}.; BINDING 247 247 GTP; via amide nitrogen and carbonyl oxygen. {ECO:0000250}.; BINDING 263 263 GTP. {ECO:0000250}.						NP_BIND 41 48 GTP. {ECO:0000250}.; NP_BIND 180 188 GTP. {ECO:0000250}.		
Q12509	ARP6_YEAST	YLR085C	ARP6 YLR085C L2393 L9449.13	438												
P10127	ADH4_YEAST	YGL256W	ADH4 ZRG5 YGL256W NRC465	382			ACTIVITY REGULATION: Inhibited by EDTA. {ECO:0000269|PubMed:3282541}.			CATALYTIC ACTIVITY: Reaction=a primary alcohol + NAD(+) = an aldehyde + H(+) + NADH; Xref=Rhea:RHEA:10736, ChEBI:CHEBI:15378, ChEBI:CHEBI:15734, ChEBI:CHEBI:17478, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.1.1.1; CATALYTIC ACTIVITY: Reaction=a secondary alcohol + NAD(+) = a ketone + H(+) + NADH; Xref=Rhea:RHEA:10740, ChEBI:CHEBI:15378, ChEBI:CHEBI:17087, ChEBI:CHEBI:35681, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.1.1.1;	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000269|PubMed:3282541}; Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000269|PubMed:3282541};  Note=Zinc. May bind iron when zinc levels are limiting. {ECO:0000269|PubMed:3282541};					
P38113	ADH5_YEAST	YBR145W	ADH5 YBR145W YBR1122	351				BINDING 205 205 NAD. {ECO:0000250}.; BINDING 210 210 NAD. {ECO:0000250}.; BINDING 344 344 NAD. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=a primary alcohol + NAD(+) = an aldehyde + H(+) + NADH; Xref=Rhea:RHEA:10736, ChEBI:CHEBI:15378, ChEBI:CHEBI:15734, ChEBI:CHEBI:17478, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.1.1.1; CATALYTIC ACTIVITY: Reaction=a secondary alcohol + NAD(+) = a ketone + H(+) + NADH; Xref=Rhea:RHEA:10740, ChEBI:CHEBI:15378, ChEBI:CHEBI:17087, ChEBI:CHEBI:35681, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.1.1.1;	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250};  Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250};		METAL 47 47 Zinc 1; catalytic. {ECO:0000250}.; METAL 70 70 Zinc 1; catalytic. {ECO:0000250}.; METAL 101 101 Zinc 2. {ECO:0000250}.; METAL 104 104 Zinc 2. {ECO:0000250}.; METAL 107 107 Zinc 2. {ECO:0000250}.; METAL 115 115 Zinc 2. {ECO:0000250}.; METAL 183 183 Zinc 1; catalytic. {ECO:0000250}.	NP_BIND 181 187 NAD. {ECO:0000250}.; NP_BIND 272 274 NAD. {ECO:0000250}.		
P39113	CAT8_YEAST	YMR280C	CAT8 MSP8 YMR280C YM8021.06C	1433								DNA_BIND 70 97 Zn(2)-C6 fungal-type. {ECO:0000255|PROSITE-ProRule:PRU00227}.				
P06704	CDC31_YEAST	YOR257W	CDC31 DSK1 YOR257W	161					CA_BIND 33 44 1. {ECO:0000255|PROSITE-ProRule:PRU00448}.; CA_BIND 142 153 2. {ECO:0000255|PROSITE-ProRule:PRU00448}.							
P19516	COX11_YEAST	YPL132W	COX11 YPL132W LPI13W	300												
P25377	ADH7_YEAST	YCR105W	ADH7 YCR105W	361				BINDING 216 216 NAD. {ECO:0000250}.; BINDING 349 349 NAD. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=a primary alcohol + NADP(+) = an aldehyde + H(+) + NADPH; Xref=Rhea:RHEA:15937, ChEBI:CHEBI:15378, ChEBI:CHEBI:15734, ChEBI:CHEBI:17478, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.1.1.2;	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250};  Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250};		METAL 46 46 Zinc 1; catalytic. {ECO:0000250}.; METAL 68 68 Zinc 1; catalytic. {ECO:0000250}.; METAL 100 100 Zinc 2. {ECO:0000250}.; METAL 103 103 Zinc 2. {ECO:0000250}.; METAL 106 106 Zinc 2. {ECO:0000250}.; METAL 114 114 Zinc 2. {ECO:0000250}.; METAL 164 164 Zinc 1; catalytic. {ECO:0000250}.	NP_BIND 188 193 NAD. {ECO:0000250}.; NP_BIND 276 278 NAD. {ECO:0000250}.		
P40535	ACA2_YEAST	YIL036W	CST6 ACA2 YIL036W	587												
P40502	AIM19_YEAST	YIL087C	AIM19 YIL087C	157												
P32794	AFG2_YEAST	YLR397C	AFG2 DRG1 YLR397C L8084.16	780			ACTIVITY REGULATION: The hexamer is activated by RLP24 during pre-60S ribosomal particle maturation; RLP24 activates ATPase activity of both ATP-binding regions and increases cooperativity between AFG2 subunits (PubMed:23185031). The second ATP-binding region is inhibited by diazaborine; the inhibition requires prior ATP binding specifically to the second ATP-binding region (PubMed:24371142). {ECO:0000269|PubMed:23185031, ECO:0000269|PubMed:24371142}.			CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + H(+) + phosphate; Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=3.6.4.10; Evidence={ECO:0000269|PubMed:12006565, ECO:0000269|PubMed:23185031, ECO:0000269|PubMed:24371142};				NP_BIND 286 293 ATP 1. {ECO:0000255, ECO:0000305|PubMed:12006565}.; NP_BIND 557 564 ATP 2. {ECO:0000255, ECO:0000305|PubMed:12006565}.		
P32463	ACPM_YEAST	YKL192C	ACP1 YKL192C	125												
Q06408	ARO10_YEAST	YDR380W	ARO10 YDR380W D9481.3	635						CATALYTIC ACTIVITY: Reaction=4-methyl-2-oxopentanoate + H(+) = 3-methylbutanal + CO2; Xref=Rhea:RHEA:54360, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:16638, ChEBI:CHEBI:17865; EC=4.1.1.72; Evidence={ECO:0000269|PubMed:12499363}; CATALYTIC ACTIVITY: Reaction=(S)-3-methyl-2-oxopentanoate + H(+) = 2-methylbutanal + CO2; Xref=Rhea:RHEA:21108, ChEBI:CHEBI:15378, ChEBI:CHEBI:16182, ChEBI:CHEBI:16526, ChEBI:CHEBI:35146; EC=4.1.1.72; Evidence={ECO:0000269|PubMed:10753893}; CATALYTIC ACTIVITY: Reaction=H(+) + indole-3-pyruvate = CO2 + indole-3-acetaldehyde; Xref=Rhea:RHEA:18017, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:17640, ChEBI:CHEBI:18086; EC=4.1.1.74; Evidence={ECO:0000269|PubMed:12499363, ECO:0000269|PubMed:21501384}; CATALYTIC ACTIVITY: Reaction=3-phenylpyruvate + H(+) = 2-phenylacetaldehyde + CO2; Xref=Rhea:RHEA:14185, ChEBI:CHEBI:15378, ChEBI:CHEBI:16424, ChEBI:CHEBI:16526, ChEBI:CHEBI:18005; EC=4.1.1.43; Evidence={ECO:0000269|PubMed:12499363, ECO:0000269|PubMed:21501384}; CATALYTIC ACTIVITY: Reaction=4-methylsulfanyl-2-oxobutanoate + H(+) = 3-methylsulfanylpropanal + CO2; Xref=Rhea:RHEA:55076, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:16723, ChEBI:CHEBI:49017; Evidence={ECO:0000269|PubMed:15933030, ECO:0000269|PubMed:21501384}; CATALYTIC ACTIVITY: Reaction=3-(4-hydroxyphenyl)pyruvate + H(+) = (4-hydroxyphenyl)acetaldehyde + CO2; Xref=Rhea:RHEA:18697, ChEBI:CHEBI:15378, ChEBI:CHEBI:15621, ChEBI:CHEBI:16526, ChEBI:CHEBI:36242; EC=4.1.1.80; Evidence={ECO:0000269|PubMed:21501384};	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250};  Note=Binds 1 Mg(2+) per subunit. {ECO:0000250}; COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000250};  Note=Binds 1 thiamine pyrophosphate per subunit. {ECO:0000250};					
P22035	BAS1_YEAST	YKR099W	BAS1 YKR099W	811								DNA_BIND 138 161 H-T-H motif. {ECO:0000255|PROSITE-ProRule:PRU00625}.; DNA_BIND 191 214 H-T-H motif. {ECO:0000255|PROSITE-ProRule:PRU00625}.				
P46962	CTK2_YEAST	YJL006C	CTK2 YJL006C J1390	323												
P25296	CANB_YEAST	YKL190W	CNB1 YCN2 YCNB YKL190W	175					CA_BIND 34 45 1. {ECO:0000255|PROSITE-ProRule:PRU00448}.; CA_BIND 66 77 2. {ECO:0000255|PROSITE-ProRule:PRU00448}.; CA_BIND 103 114 3. {ECO:0000255|PROSITE-ProRule:PRU00448}.; CA_BIND 144 155 4. {ECO:0000255|PROSITE-ProRule:PRU00448}.							
Q05611	BSC2_YEAST	YDR275W	BSC2 YDR275W	235												
P38907	CENPN_YEAST	YDR254W	CHL4 CTF17 MCM17 YDR254W YD9320A.04	458												
P07834	CDC4_YEAST	YFL009W	CDC4 YFL009W	779												MOTIF 82 85 Nuclear localization signal.
Q03220	CTL1_YEAST	YMR180C	CTL1 YMR180C YM8010.10C	320						CATALYTIC ACTIVITY: Reaction=a 5'-end triphospho-(purine-ribonucleotide) in mRNA + H2O = a 5'-end diphospho-(purine-ribonucleoside) in mRNA + H(+) + phosphate; Xref=Rhea:RHEA:11008, Rhea:RHEA-COMP:13929, Rhea:RHEA-COMP:13942, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:43474, ChEBI:CHEBI:138276, ChEBI:CHEBI:138288; EC=3.1.3.33;	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Name=Mn(2+); Xref=ChEBI:CHEBI:29035;  Note=Magnesium and/or manganese. Specific for polynucleotide RNA in the presence of magnesium, but becomes specific for nucleotide triphosphates in the presence of manganese.;					
Q06032	CST9_YEAST	YLR394W	CST9 ZIP3 YLR394W	482												
P37898	AAP1_YEAST	YHR047C	AAP1 YHR047C	856		ACT_SITE 301 301 Proton acceptor. {ECO:0000255|PROSITE-ProRule:PRU10095}.		BINDING 132 132 Substrate. {ECO:0000250}.			COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250};  Note=Binds 1 zinc ion per subunit. {ECO:0000250};		METAL 300 300 Zinc; catalytic. {ECO:0000255|PROSITE-ProRule:PRU10095}.; METAL 304 304 Zinc; catalytic. {ECO:0000255|PROSITE-ProRule:PRU10095}.; METAL 323 323 Zinc; catalytic. {ECO:0000255|PROSITE-ProRule:PRU10095}.		SITE 386 386 Transition state stabilizer. {ECO:0000250}.	
P47015	AIM23_YEAST	YJL131C	AIM23 YJL131C J0682	356												
